id,EAP,HPL,MWS
id02310,0.00947691,0.00224185,0.988281
id24541,0.943829,0.0537472,0.00242354
id00134,0.090963,0.90807,0.000966938
id27757,0.970898,0.0217761,0.00732567
id04081,0.989878,0.00106945,0.00905222
id27337,0.762388,0.236835,0.000776733
id24265,0.984992,0.0128471,0.00216098
id25917,0.0862593,0.307783,0.605958
id04951,0.992507,0.00749205,1.00254e-06
id14549,0.991849,0.00412907,0.00402234
id22505,0.0172311,0.7069,0.275868
id24002,1.78046e-05,0.999949,3.31589e-05
id18982,0.0190779,0.920656,0.0602666
id15181,0.00062909,0.99934,3.08598e-05
id21888,0.987941,0.00125995,0.0107987
id12035,0.000231783,1.23963e-05,0.999756
id17991,0.00967213,0.00124483,0.989083
id10707,0.999997,2.85893e-06,7.11874e-08
id07101,0.0256638,0.0158327,0.958503
id00345,0.2895,0.703844,0.00665644
id05912,0.877362,0.00134359,0.121295
id13443,0.98696,0.0121191,0.000921357
id09248,0.210286,0.0120495,0.777665
id17542,0.000795636,0.999091,0.000113302
id06995,0.0210335,0.0325229,0.946444
id25159,0.447953,0.00423991,0.547807
id25729,0.756655,0.121343,0.122002
id26949,0.995484,0.00310385,0.00141243
id27191,0.202832,0.0111294,0.786038
id07668,0.207157,0.016297,0.776546
id02230,0.0451392,0.132503,0.822357
id15553,0.994259,0.00482861,0.000912066
id25688,9.96555e-05,0.999847,5.36949e-05
id17545,0.999059,0.000936058,5.3044e-06
id13929,0.934819,0.0416706,0.0235107
id12880,0.482775,0.302298,0.214927
id19282,0.676002,0.0596551,0.264343
id14690,0.000235197,3.90294e-05,0.999726
id17975,0.00383449,0.995969,0.000196129
id08037,0.959644,0.00214027,0.0382159
id15412,0.338825,0.000501375,0.660674
id25032,0.319367,0.00561809,0.675015
id27165,0.999997,1.87209e-06,5.6521e-07
id03327,0.959627,0.0285562,0.0118168
id18515,0.995522,0.000641547,0.00383632
id21003,0.364488,0.0305591,0.604953
id23855,1.10228e-05,0.999454,0.000535353
id20724,0.863579,0.0211303,0.115291
id13303,0.825549,0.06744,0.107011
id16521,0.00185989,0.893725,0.104416
