id,EAP,HPL,MWS
id02310,0.0342821,0.0116691,0.954049
id24541,0.978048,0.0171668,0.00478543
id00134,0.175471,0.814738,0.00979148
id27757,0.908296,0.0689082,0.0227963
id04081,0.961325,0.0076537,0.0310212
id27337,0.412514,0.572301,0.0151848
id24265,0.959819,0.0370166,0.00316458
id25917,0.160825,0.275007,0.564167
id04951,0.992553,0.0073816,6.54614e-05
id14549,0.990034,0.00179666,0.00816906
id22505,0.0489502,0.635248,0.315802
id24002,0.000266746,0.998618,0.00111568
id18982,0.0529312,0.381554,0.565515
id15181,0.0042764,0.995159,0.000564659
id21888,0.907938,0.0185988,0.0734634
id12035,0.000937397,7.19863e-05,0.998991
id17991,0.0662928,0.00240739,0.9313
id10707,0.999985,1.31469e-05,2.41311e-06
id07101,0.217964,0.0632534,0.718783
id00345,0.712024,0.281372,0.00660412
id05912,0.942979,0.0057721,0.0512487
id13443,0.758912,0.0727763,0.168312
id09248,0.720971,0.0161276,0.262901
id17542,0.00409933,0.993538,0.00236296
id06995,0.191908,0.0157917,0.7923
id25159,0.330944,0.00787142,0.661184
id25729,0.637126,0.255572,0.107302
id26949,0.993636,0.00315225,0.00321142
id27191,0.118777,0.0162267,0.864996
id07668,0.158083,0.0155851,0.826332
id02230,0.060052,0.179985,0.759963
id15553,0.992319,0.00331901,0.00436242
id25688,0.000639829,0.992363,0.00699671
id17545,0.996736,0.00282295,0.000440562
id13929,0.76749,0.106528,0.125983
id12880,0.305801,0.349348,0.344851
id19282,0.778444,0.121823,0.0997328
id14690,0.000429195,0.000205487,0.999365
id17975,0.0159423,0.980568,0.00348978
id08037,0.946592,0.00479434,0.0486136
id15412,0.387802,0.00522392,0.606974
id25032,0.295287,0.00488893,0.699824
id27165,0.999917,2.89446e-05,5.38576e-05
id03327,0.981605,0.011375,0.00701967
id18515,0.988049,0.00323115,0.00872023
id21003,0.308591,0.0498083,0.641601
id23855,0.000354734,0.985968,0.0136771
id20724,0.91742,0.0263085,0.0562714
id13303,0.71624,0.0684231,0.215337
id16521,0.00488838,0.296266,0.698846
id20775,0.988961,0.00777377,0.00326549
id13029,0.987464,0.00855381,0.00398196
id14660,0.811678,0.152008,0.0363149
id11028,0.00350143,4.33849e-05,0.996455
id14180,0.991786,0.00671847,0.00149509
id25860,0.997917,0.00179908,0.000283573
id11910,0.482712,0.0131793,0.504109
id08065,0.152412,0.0209915,0.826596
id22674,0.038169,0.0246637,0.937167
id25018,0.616131,0.0171803,0.366689
id10892,0.0926153,0.892485,0.0148998
id10217,0.124789,0.866682,0.00852907
id12996,0.0802591,0.0623094,0.857431
id18262,0.575794,0.184928,0.239278
id08606,0.0882186,0.863736,0.0480451
id17233,0.994461,0.000108507,0.00543087
id00101,0.79942,0.17175,0.0288299
id12225,0.969187,0.0292647,0.00154853
id01364,0.0935442,0.897717,0.00873833
id24973,0.712096,0.0121271,0.275776
id25363,0.819655,0.00550899,0.174836
id10061,0.544378,0.0576395,0.397982
id17673,0.37093,0.472094,0.156976
id13249,0.287454,0.012843,0.699703
id10107,0.000249233,0.000151248,0.9996
id04403,0.976198,0.00382209,0.0199801
id25728,0.979788,0.00623784,0.0139745
id16184,0.306952,0.079293,0.613755
id03438,0.00617608,0.000143934,0.99368
id22923,0.00254157,0.997348,0.000110288
id08610,0.997998,0.000287031,0.00171454
id25355,0.0274898,0.0947436,0.877767
id16916,0.86228,0.130603,0.00711655
id12793,0.0454475,0.947411,0.00714204
id11859,0.555788,0.00525006,0.438962
id02434,0.99943,0.000403898,0.000166062
id27703,0.00808671,0.00128487,0.990628
id25212,0.177725,0.786602,0.0356724
id11308,0.0106135,0.210572,0.778815
id26094,0.939895,0.0332434,0.0268619
id22080,0.996341,0.00363718,2.15117e-05
id03545,0.995737,0.00296557,0.00129723
id23725,0.00525339,0.0193768,0.97537
id12009,0.980405,0.00903417,0.0105609
id24241,0.299942,0.583844,0.116214
id03596,0.0999687,0.883976,0.0160551
id10749,0.0621499,0.896794,0.0410558
id22794,0.00509671,0.00761523,0.987288
id15482,0.225048,0.257995,0.516958
id04833,0.874945,0.110315,0.0147397
id00397,0.284637,0.00358197,0.711781
id14691,0.113568,0.169314,0.717117
id05193,0.00819696,0.00187464,0.989928
id19541,0.955834,0.0313766,0.0127892
id22166,0.00367636,0.00300103,0.993323
id20744,0.0189387,0.00129231,0.979769
id10392,0.0149297,0.036702,0.948368
id00770,0.961576,0.0113968,0.0270276
id06018,0.927369,0.0624181,0.0102128
id15678,0.684988,0.00513736,0.309875
id08305,0.998664,0.00109782,0.000237809
id08903,0.104535,0.00103565,0.894429
id14752,0.655839,0.272779,0.0713826
id12468,0.0514663,0.946476,0.00205772
id05085,0.640722,0.316627,0.0426514
id21993,0.318142,0.0110697,0.670788
id15503,0.959516,0.0382022,0.00228195
id03021,4.71292e-05,0.998275,0.0016782
id16123,0.998633,0.000888799,0.000478063
id19383,0.998845,0.000667762,0.000487574
id04186,0.99609,0.000377614,0.00353253
id17954,0.0049362,0.0027943,0.99227
id12030,0.177996,0.000212231,0.821792
id13020,0.940925,0.0523728,0.00670257
id25327,0.0148246,0.952861,0.0323144
id16344,0.0119512,0.0326354,0.955413
id12303,0.158596,0.833852,0.00755173
id15017,0.978719,0.017034,0.0042472
id22308,0.186558,0.0272044,0.786237
id06536,0.0404973,0.359092,0.600411
id19797,0.0250896,0.884344,0.0905663
id06332,0.401155,0.454064,0.14478
id22941,0.235388,0.157804,0.606808
id13547,0.00285002,0.0242074,0.972943
id06928,0.0401248,0.000500772,0.959374
id12521,0.192277,0.803262,0.00446066
id25716,0.805651,0.000131159,0.194218
id27116,3.86386e-08,2.8416e-08,1.0
id19941,0.0146909,0.979904,0.00540497
id05711,9.82751e-06,0.00134011,0.99865
id02097,0.0028136,0.0273216,0.969865
id03563,0.0114452,0.985485,0.00307017
id02295,0.154276,0.832741,0.0129827
id08179,0.968268,0.0111711,0.0205605
id05332,0.000987801,0.995682,0.00333007
id15697,0.675802,0.235004,0.0891949
id17026,0.840867,0.0325233,0.126609
id04243,0.627912,0.367357,0.00473133
id13175,0.999095,0.000353714,0.000551642
id05387,0.962576,0.0151338,0.0222904
id19989,0.909078,0.0783001,0.0126219
id25173,0.0891994,0.026505,0.884296
id08925,0.00364334,0.995945,0.000411949
id03034,0.0110844,0.914375,0.0745409
id13272,0.0011156,0.99497,0.00391482
id07956,0.976654,0.00194642,0.0213992
id02648,5.06423e-07,8.53489e-06,0.999991
id01778,0.117548,0.00224469,0.880208
id12846,0.00428932,0.00197851,0.993732
id19001,0.851161,0.00962848,0.13921
id05763,0.931054,0.00578352,0.0631621
id15590,7.10838e-05,0.000269358,0.99966
id04912,0.645048,0.232538,0.122415
id21201,0.92441,0.0302487,0.0453409
id13215,0.999867,9.18741e-06,0.000123925
id15612,0.00310002,0.994157,0.00274312
id18501,0.0651894,0.0147256,0.920085
id07223,0.928693,0.0449943,0.0263124
id06707,0.34193,0.161604,0.496466
id05238,0.000714536,0.999169,0.000116756
id00935,0.0267556,0.266695,0.706549
id00110,0.494805,0.193418,0.311777
id17476,0.967851,0.0285031,0.00364595
id15170,0.993265,0.00471093,0.00202416
id13397,0.655687,0.0264537,0.317859
id24283,0.830012,0.13732,0.0326683
id15234,0.999375,0.000577187,4.80611e-05
id16884,0.442231,0.414592,0.143177
id07831,0.118378,0.752186,0.129436
id16038,0.998939,0.00104378,1.70714e-05
id03629,0.991242,0.00465097,0.00410704
