id,EAP,HPL,MWS
id02310,0.119895,0.00394529,0.876159
id24541,0.994305,0.00518739,0.000507161
id00134,0.119754,0.871985,0.00826058
id27757,0.932467,0.0641898,0.00334334
id04081,0.932888,0.0433237,0.023788
id27337,0.586152,0.407313,0.00653466
id24265,0.909698,0.0433833,0.0469185
id25917,0.31254,0.282216,0.405245
id04951,0.99662,0.00314117,0.000238889
id14549,0.741811,0.031324,0.226865
id22505,0.128311,0.400126,0.471563
id24002,0.00292609,0.996821,0.000253245
id18982,0.469835,0.513744,0.0164203
id15181,0.00347727,0.995693,0.000829979
id21888,0.741914,0.122014,0.136072
id12035,0.18871,0.0058571,0.805433
id17991,0.705938,0.0122969,0.281765
id10707,0.999491,0.000233692,0.000275226
id07101,0.0232384,0.0159104,0.960851
id00345,0.534478,0.453359,0.0121626
id05912,0.934709,0.0301731,0.0351174
id13443,0.982223,0.0113977,0.006379
id09248,0.41726,0.0906817,0.492058
id17542,0.773551,0.0191314,0.207317
id06995,0.432258,0.00301689,0.564725
id25159,0.842081,0.0115045,0.146414
id25729,0.6138,0.33947,0.0467306
id26949,0.983769,0.0120166,0.00421497
id27191,0.44157,0.00189966,0.556531
id07668,0.547629,0.000902738,0.451468
id02230,0.196847,0.121454,0.681699
id15553,0.999094,0.000350647,0.000555256
id25688,0.0133057,0.968596,0.0180982
id17545,0.962253,0.0120667,0.0256801
id13929,0.181038,0.517876,0.301086
id12880,0.0638255,0.650964,0.28521
id19282,0.889626,0.0371289,0.0732447
id14690,0.0540109,0.000664211,0.945325
id17975,0.00202214,0.997614,0.000363992
id08037,0.994301,0.00102551,0.00467312
id15412,0.45828,0.0197339,0.521986
id25032,0.31081,0.064583,0.624607
id27165,0.994932,0.000584559,0.00448321
id03327,0.0746318,0.922902,0.00246608
id18515,0.995103,0.00129217,0.00360501
id21003,0.0887245,0.00579149,0.905484
id23855,0.0936449,0.731826,0.174529
id20724,0.832462,0.0595766,0.107961
id13303,0.848031,0.0538569,0.0981124
id16521,0.0248673,0.904155,0.0709781
id20775,0.999416,0.00034711,0.000236561
id13029,0.937479,0.0439134,0.0186071
id14660,0.917036,0.0445072,0.0384567
id11028,0.0402812,0.000722667,0.958996
id14180,0.984482,0.0125664,0.00295199
id25860,0.998721,0.00114291,0.000136047
id11910,0.585298,0.0039213,0.410781
id08065,0.236103,0.156932,0.606965
id22674,0.00473726,0.00096262,0.9943
id25018,0.859643,0.0094658,0.130891
id10892,0.0131428,0.986363,0.000493745
id10217,0.31792,0.673668,0.00841269
id12996,0.244542,0.0568068,0.698651
id18262,0.905482,0.0121131,0.0824044
