id,EAP,HPL,MWS
id02310,2.86337e-06,2.50306e-07,0.999997
id24541,1.0,4.8434e-08,5.03238e-11
id00134,9.34691e-06,0.999991,6.50921e-09
id27757,0.995119,0.00488067,4.11245e-07
id04081,0.999922,7.59422e-05,2.29794e-06
id27337,0.306958,0.693042,3.16867e-07
id24265,0.999987,1.23856e-05,8.93694e-07
id25917,1.49902e-06,0.928181,0.071817
id04951,1.0,2.68254e-11,3.86079e-14
id14549,0.999849,3.57449e-05,0.000115281
id22505,2.29091e-05,0.993876,0.00610124
id24002,7.28825e-11,1.0,2.51608e-12
id18982,4.82058e-06,0.999995,3.20174e-08
id15181,1.50835e-11,1.0,2.35976e-11
id21888,0.99984,5.08087e-05,0.000108731
id12035,0.0204913,1.4328e-06,0.979507
id17991,0.0159702,2.04999e-05,0.984009
id10707,1.0,2.495e-18,4.04056e-20
id07101,1.0249e-07,8.77209e-07,0.999999
id00345,0.992777,0.00719926,2.369e-05
id05912,0.991658,9.52853e-05,0.00824716
id13443,1.0,1.49449e-10,9.65017e-11
id09248,0.00112802,0.000232783,0.998639
id17542,0.881386,0.00596699,0.112648
id06995,0.000675955,4.30073e-07,0.999324
id25159,0.999997,5.2014e-09,3.2128e-06
id25729,0.982557,0.0168838,0.000559343
id26949,0.999999,1.17172e-06,3.53114e-08
id27191,0.113598,3.57533e-06,0.886398
id07668,0.75027,2.59724e-07,0.24973
id02230,1.12144e-05,1.23888e-06,0.999988
id15553,1.0,1.2939e-10,4.90428e-11
id25688,9.6002e-07,0.999996,2.97761e-06
id17545,0.999943,4.86311e-05,8.20296e-06
id13929,0.0471472,0.951562,0.0012904
id12880,1.1577e-06,0.999999,2.70937e-07
id19282,0.988306,0.00995305,0.00174088
id14690,2.02435e-10,2.93013e-13,1.0
id17975,1.51815e-10,1.0,3.62905e-12
id08037,1.0,5.22845e-12,4.56864e-10
id15412,0.200561,0.00386393,0.795575
id25032,0.949571,0.0111918,0.0392374
id27165,1.0,1.35197e-09,2.23734e-09
id03327,0.567823,0.432174,3.07455e-06
id18515,1.0,2.90547e-09,4.64544e-09
id21003,5.35548e-05,7.61739e-08,0.999946
id23855,1.99813e-05,0.936898,0.063082
id20724,0.99931,0.00056565,0.00012385
id13303,0.999993,3.51314e-06,3.46421e-06
id16521,0.00130479,0.219406,0.779289
id20775,1.0,3.96262e-11,2.76476e-13
id13029,0.994839,0.00499639,0.000164892
id14660,0.0424301,0.957311,0.000259183
