id,EAP,HPL,MWS
id02310,3.36413e-05,3.00154e-07,0.999966
id24541,1.0,1.32756e-07,1.64455e-07
id00134,0.00167271,0.998327,3.44292e-07
id27757,0.999691,0.000292757,1.59534e-05
id04081,0.999986,3.7017e-06,9.84452e-06
id27337,0.134638,0.865357,4.00826e-06
id24265,1.0,8.24149e-10,1.94898e-07
id25917,1.01221e-07,0.00170157,0.998298
id04951,0.999999,7.21059e-07,8.08847e-13
id14549,0.999993,1.71218e-07,7.09116e-06
id22505,0.000299199,0.84572,0.153981
id24002,8.72842e-07,0.999998,9.14474e-07
id18982,4.62589e-05,0.999927,2.68598e-05
id15181,1.1986e-10,1.0,8.8267e-12
id21888,0.601923,0.0342451,0.363831
id12035,0.0599445,1.24228e-08,0.940056
id17991,0.992401,2.64251e-05,0.00757228
id10707,1.0,7.48551e-16,1.20244e-15
id07101,3.88503e-07,6.58953e-08,1.0
id00345,0.0245969,0.975403,8.85548e-09
id05912,1.0,7.86091e-09,3.79934e-07
id13443,0.00961623,0.988908,0.00147541
id09248,0.00396152,0.000339678,0.995699
id17542,0.998185,1.05804e-05,0.00180392
id06995,0.00528382,4.11155e-07,0.994716
id25159,0.999136,2.28421e-05,0.000840955
id25729,0.992037,0.00717857,0.000784149
id26949,0.990589,0.0094005,1.08132e-05
id27191,0.0101044,5.74835e-06,0.98989
id07668,0.962693,8.01679e-06,0.0372987
id02230,0.000194033,0.998897,0.000908882
id15553,1.0,5.83656e-14,3.18459e-14
id25688,3.8297e-10,1.0,6.61562e-09
id17545,0.99996,1.05146e-07,3.98361e-05
id13929,0.0272608,0.963552,0.0091869
id12880,0.000178493,0.999698,0.000123658
id19282,0.794851,0.0174337,0.187715
id14690,1.77712e-12,2.58806e-15,1.0
id17975,1.39843e-10,1.0,4.60999e-12
id08037,1.0,5.6683e-10,1.16277e-08
id15412,0.999942,6.38582e-07,5.70843e-05
id25032,0.00521021,0.000100701,0.994689
id27165,1.0,2.59194e-11,6.32933e-11
id03327,0.999905,9.33427e-05,1.44011e-06
id18515,0.999991,1.19972e-08,8.63533e-06
id21003,0.00248341,0.000183559,0.997333
id23855,3.40155e-05,0.9925,0.00746641
id20724,0.999981,6.24471e-06,1.3252e-05
id13303,0.999997,1.83177e-06,9.72572e-07
id16521,7.94494e-07,0.99393,0.0060696
id20775,1.0,8.95846e-12,1.85688e-12
id13029,0.999993,2.99592e-06,4.32154e-06
id14660,0.00305048,0.996817,0.000132361
id11028,0.0260392,5.38741e-07,0.97396
id14180,1.0,2.02868e-10,2.35369e-10
id25860,1.0,8.57319e-08,9.57311e-09
id11910,0.0964422,1.17149e-05,0.903546
id08065,0.00218063,0.00200262,0.995817
id22674,1.57265e-07,2.24583e-08,1.0
id25018,0.601972,2.38266e-05,0.398004
id10892,1.33427e-05,0.999984,2.84642e-06
id10217,0.00420223,0.995073,0.000724447
id12996,0.0159199,0.00017791,0.983902
id18262,0.996868,4.49549e-05,0.00308735
id08606,1.7974e-07,0.999999,6.62634e-07
id17233,0.999529,6.68044e-05,0.000403891
id00101,0.999731,1.44303e-05,0.000254609
id12225,0.987935,0.00633072,0.00573467
id01364,0.0002974,0.999701,1.6737e-06
id24973,0.0173772,0.00127573,0.981347
id25363,0.844748,6.46556e-05,0.155188
id10061,0.176595,0.165933,0.657471
id17673,2.48765e-05,0.999961,1.4317e-05
