id,EAP,HPL,MWS
id02310,0.0823101,0.0219398,0.89575
id24541,0.872778,0.105958,0.0212643
id00134,0.0738816,0.918782,0.00733608
id27757,0.895821,0.0853489,0.0188301
id04081,0.960514,0.0138433,0.025643
id27337,0.343439,0.621615,0.0349459
id24265,0.92573,0.070597,0.00367254
id25917,0.0793772,0.230711,0.689912
id04951,0.932578,0.0669292,0.000492571
id14549,0.98301,0.00180383,0.0151864
id22505,0.0333347,0.582199,0.384467
id24002,0.00125327,0.990669,0.00807735
id18982,0.0738933,0.207063,0.719043
id15181,0.0112183,0.984956,0.00382567
id21888,0.930389,0.0149571,0.0546543
id12035,0.000931029,2.04609e-05,0.999049
id17991,0.110111,0.00900527,0.880884
id10707,0.999898,7.89341e-05,2.28495e-05
id07101,0.143442,0.0284247,0.828133
id00345,0.802299,0.185199,0.0125014
id05912,0.925498,0.00595305,0.0685492
id13443,0.657108,0.124278,0.218614
id09248,0.736124,0.022799,0.241077
id17542,0.0030845,0.99143,0.00548516
id06995,0.0858888,0.0523724,0.861739
id25159,0.40737,0.0212117,0.571418
id25729,0.791331,0.139305,0.0693635
id26949,0.976886,0.0164163,0.00669779
id27191,0.309894,0.0203487,0.669758
id07668,0.200287,0.0200595,0.779653
id02230,0.0490749,0.104554,0.846371
id15553,0.985721,0.00642454,0.00785454
id25688,0.000425827,0.994325,0.00524969
id17545,0.983635,0.0137909,0.00257431
id13929,0.642207,0.114444,0.243349
id12880,0.29584,0.374637,0.329523
id19282,0.783758,0.146166,0.0700759
id14690,0.00030322,0.000997861,0.998699
id17975,0.0191254,0.971982,0.00889261
id08037,0.836767,0.00696943,0.156263
id15412,0.639985,0.00340596,0.356609
id25032,0.587243,0.00811526,0.404641
id27165,0.999132,0.000319548,0.000548991
id03327,0.939982,0.0301416,0.0298768
id18515,0.978901,0.006233,0.0148661
id21003,0.584892,0.0608869,0.354221
id23855,0.000533983,0.948803,0.0506625
id20724,0.934599,0.0192942,0.0461069
id13303,0.573551,0.0453463,0.381103
id16521,0.0124926,0.509284,0.478224
id20775,0.98769,0.00636558,0.00594483
id13029,0.936402,0.0420292,0.0215684
id14660,0.854332,0.11557,0.0300977
id11028,0.00127634,1.49677e-05,0.998709
id14180,0.995178,0.00341211,0.00140969
id25860,0.995706,0.00260039,0.00169342
