id,EAP,HPL,MWS
id02310,0.352055,0.240433,0.407512
id24541,0.393528,0.344547,0.261925
id00134,0.332928,0.391495,0.275577
id27757,0.4294,0.304551,0.26605
id04081,0.402316,0.248002,0.349682
id27337,0.398979,0.322738,0.278283
id24265,0.503531,0.240924,0.255545
id25917,0.412867,0.28234,0.304793
id04951,0.438844,0.350405,0.210751
id14549,0.528337,0.243343,0.22832
id22505,0.378203,0.317237,0.30456
id24002,0.335492,0.373993,0.290515
id18982,0.313495,0.290222,0.396283
id15181,0.363751,0.355005,0.281244
id21888,0.466578,0.317524,0.215898
id12035,0.396319,0.21522,0.388462
id17991,0.429344,0.230409,0.340247
id10707,0.531454,0.226354,0.242192
id07101,0.390497,0.342745,0.266758
id00345,0.451778,0.304284,0.243938
id05912,0.421607,0.286817,0.291576
id13443,0.366257,0.341351,0.292392
id09248,0.396994,0.365525,0.23748
id17542,0.422676,0.27248,0.304844
id06995,0.439892,0.312957,0.247151
id25159,0.388312,0.252413,0.359275
id25729,0.427925,0.303969,0.268106
id26949,0.441789,0.334381,0.223829
id27191,0.350354,0.240036,0.40961
id07668,0.363708,0.282918,0.353374
id02230,0.366237,0.299665,0.334098
id15553,0.544391,0.2562,0.199409
id25688,0.31415,0.337814,0.348036
id17545,0.391554,0.291633,0.316813
id13929,0.395152,0.261656,0.343192
id12880,0.371294,0.28561,0.343096
id19282,0.409641,0.245128,0.345231
id14690,0.31416,0.250659,0.435181
id17975,0.403144,0.350724,0.246132
id08037,0.522947,0.261961,0.215093
id15412,0.449874,0.282593,0.267533
id25032,0.40446,0.239671,0.355869
id27165,0.45614,0.302128,0.241732
id03327,0.391727,0.356316,0.251957
id18515,0.456378,0.347136,0.196485
id21003,0.354136,0.351366,0.294498
id23855,0.344307,0.34775,0.307943
id20724,0.440229,0.260648,0.299122
id13303,0.426119,0.284448,0.289434
id16521,0.394525,0.363466,0.24201
id20775,0.498323,0.28412,0.217557
id13029,0.456437,0.298149,0.245413
id14660,0.45428,0.246614,0.299105
id11028,0.305029,0.176085,0.518886
id14180,0.45357,0.324842,0.221588
id25860,0.407072,0.328921,0.264007
id11910,0.403764,0.189316,0.40692
id08065,0.27671,0.290947,0.432343
id22674,0.357944,0.337879,0.304178
id25018,0.371779,0.291621,0.3366
id10892,0.393527,0.344593,0.26188
id10217,0.41496,0.308805,0.276235
id12996,0.397054,0.228977,0.373969
id18262,0.398237,0.308992,0.29277
id08606,0.352614,0.3551,0.292286
id17233,0.447639,0.318451,0.23391
id00101,0.439818,0.310807,0.249374
id12225,0.447422,0.308007,0.244572
id01364,0.429776,0.340247,0.229978
id24973,0.386873,0.219665,0.393462
id25363,0.399331,0.238803,0.361866
id10061,0.373098,0.308545,0.318357
id17673,0.377505,0.341802,0.280693
id13249,0.389596,0.277764,0.33264
id10107,0.390254,0.190968,0.418778
id04403,0.409903,0.307351,0.282746
id25728,0.370389,0.309436,0.320175
id16184,0.293864,0.333972,0.372164
id03438,0.35782,0.310161,0.332019
id22923,0.360891,0.347885,0.291223
id08610,0.478738,0.28268,0.238582
id25355,0.327557,0.29962,0.372823
id16916,0.405252,0.2992,0.295548
id12793,0.380439,0.350718,0.268843
id11859,0.446708,0.250129,0.303163
id02434,0.445473,0.30788,0.246647
id27703,0.377531,0.219753,0.402716
id25212,0.350897,0.394549,0.254555
id11308,0.417025,0.236634,0.346341
id26094,0.398938,0.328984,0.272078
id22080,0.456409,0.32673,0.216861
id03545,0.449185,0.261168,0.289647
id23725,0.33038,0.311294,0.358326
id12009,0.449492,0.31948,0.231028
id24241,0.45983,0.295006,0.245163
id03596,0.380629,0.343619,0.275751
id10749,0.367992,0.353005,0.279003
id22794,0.324952,0.294589,0.380459
id15482,0.389766,0.334109,0.276125
id04833,0.389658,0.368293,0.242049
id00397,0.379431,0.307559,0.313009
id14691,0.424533,0.298644,0.276822
id05193,0.441054,0.243583,0.315363
id19541,0.39623,0.355701,0.248068
id22166,0.336488,0.247905,0.415607
id20744,0.357839,0.154406,0.487755
id10392,0.302798,0.316056,0.381146
id00770,0.485587,0.292649,0.221764
id06018,0.436803,0.293817,0.26938
id15678,0.3897,0.318832,0.291469
id08305,0.438025,0.297421,0.264554
id08903,0.332731,0.229015,0.438254
id14752,0.419084,0.327816,0.2531
id12468,0.363814,0.382982,0.253204
id05085,0.427382,0.337159,0.235459
id21993,0.413288,0.224365,0.362347
id15503,0.403451,0.335748,0.260801
id03021,0.358974,0.372936,0.26809
id16123,0.402758,0.283583,0.31366
id19383,0.415459,0.284499,0.300042
id04186,0.367908,0.315115,0.316977
id17954,0.338386,0.327291,0.334324
id12030,0.384014,0.173788,0.442198
id13020,0.361891,0.389661,0.248448
id25327,0.330721,0.317535,0.351744
id16344,0.388384,0.3155,0.296117
id12303,0.448261,0.280411,0.271328
id15017,0.475158,0.294218,0.230623
id22308,0.34765,0.393034,0.259316
id06536,0.32994,0.379437,0.290623
id19797,0.404422,0.255141,0.340436
id06332,0.419971,0.280458,0.29957
id22941,0.348644,0.364167,0.287189
id13547,0.297943,0.282944,0.419113
id06928,0.421019,0.232013,0.346969
id12521,0.400659,0.354344,0.244996
id25716,0.418657,0.261783,0.31956
id27116,0.330886,0.262676,0.406438
id19941,0.426605,0.345706,0.227688
id05711,0.350495,0.195342,0.454162
id02097,0.394335,0.312786,0.292879
id03563,0.371026,0.362755,0.266219
id02295,0.382421,0.321489,0.296089
id08179,0.355631,0.317644,0.326726
id05332,0.380425,0.369241,0.250335
id15697,0.395886,0.312909,0.291205
id17026,0.456185,0.282672,0.261143
id04243,0.419978,0.313078,0.266943
id13175,0.361517,0.270521,0.367962
id05387,0.39606,0.333533,0.270407
id19989,0.423587,0.31341,0.263003
id25173,0.330276,0.341452,0.328272
id08925,0.44056,0.320178,0.239262
id03034,0.376727,0.333954,0.289319
id13272,0.395149,0.322084,0.282767
id07956,0.325294,0.294505,0.380201
id02648,0.384325,0.28142,0.334255
id01778,0.317792,0.284911,0.397297
id12846,0.402637,0.239921,0.357442
id19001,0.397538,0.310948,0.291514
id05763,0.358383,0.351828,0.289789
id15590,0.299729,0.218615,0.481656
id04912,0.414471,0.261522,0.324007
id21201,0.485537,0.299515,0.214948
id13215,0.492519,0.203314,0.304168
id15612,0.379942,0.330557,0.289501
id18501,0.409921,0.363425,0.226653
id07223,0.435377,0.255808,0.308815
id06707,0.314126,0.320763,0.365111
id05238,0.343597,0.366948,0.289455
